user_id,item_id
50142094,254127882
57460275,331212270
134891106,372600182
57679953,333028913
114099881,333028913
100226515,250781249
13167552,109518814
103490614,79590796
18594472,104202558
100226515,386288949
50351854,366320763
137515335,83013703
134099205,140269020
2046058,54960667
23380093,390634710
131019638,321886986
132626507,48267628
115136933,48267628
50783368,374214353
123021194,374214353
122132057,303205878
31947121,8055128
50805790,127342263
116447243,58496562
15430282,1886834
126674457,364061260
51318043,194130813
135792408,290999637
13709817,299941043
132626507,24376695
1207420,159891668
29499215,58727293
55028609,71985415
32086903,352268671
29684399,8816162
4498439,74977824
56011760,98656648
111793402,194109891
50783368,8674097
46539368,32544352
4915814,343575787
50146084,369875217
106639460,388998815
114370733,388998815
28266836,129286240
127414902,232132288
46681058,331950848
56188977,213676874
21908559,316957378
64151780,265122669
5027015,262178796
106103615,118947995
49024095,263106000
18176035,282958866
35323402,66277095
128158908,121045554
34792318,359916772
121055447,390181058
2854798,125518814
20678115,150527460
102419146,149688569
117898836,322380855
114370733,222514477
128338662,311499944
107143838,198370594
105906755,167822567
40849750,399757811
110946571,165101425
54594113,165101425
61432703,51734688
34756237,131904115
46312028,388470820
13492065,280674759
16981954,228963146
447828,206016051
61750058,67897568
21655296,247346527
120305341,49718239
140503562,310083951
26352376,37672618
116447243,13017276
136178874,13017276
10129914,249618450
101680957,232724685
28204430,249690939
42096946,249690939
33379249,344669353
122924162,380772454
58517586,314069950
530238,314500908
40528453,112501186
50260039,275264557
124956647,307830817
13344675,195140715
13305411,326256936
49706772,67567127
21150501,327378015
50146084,242709260
18176035,105208301
20064282,105208301
105026093,276308875
105026093,211368631
12546384,229343937
29614901,332632241
19170635,300930741
118509390,309984252
130382645,309984252
135567210,312567052
128441868,276316706
47184224,251980421
64515237,349826940
141287867,296607838
12868299,266542096
105410696,313461858
40496374,163756677
37882238,303679247
113512469,150429306
113512469,61064707
138796450,272315896
106290839,81889739
142191573,277149740
42500665,302072960
29235785,103346221
106166372,52755798
112200367,261577786
56387085,199106446
60913700,89042044
135809553,24420702
122802170,153433816
54041681,156394710
122802170,156394710
29684399,134632501
138541432,144625473
141531335,243014811
50202820,118835036
120305341,166385385
106960781,328874301
29120381,111159845
107264414,274520757
114099881,44523695
142191573,44523695
119604288,4690872
112619968,95867699
30539523,3019336
23579299,3019336
137490870,38600045
54250016,316070615
107447408,328689347
107447408,403434589
42096946,196516706
39880280,13482377
25295611,112263922
56502144,340874916
43205692,378730350
43205692,396171430
43205692,144223786
45263381,350471376
124166879,290364247
44142824,280668731
16895050,261446603
121848569,3700188
137507730,389805996
120305341,397652066
127383669,197488747
23459986,288430321
106290839,231718096
137507730,358788976
121055447,234648388
42096946,192410537
16077718,369717183
61432703,53382385
109016093,398105124
60402422,48722133
20501826,344294537
138560071,276364549
100299556,314276590
106346810,258826379
127367034,347887357
110163391,361346418
31045873,361346418
116244119,380522327
134669262,225396370
60882638,226132382
62693996,353217183
56993964,305742819
110961790,276237060
110961790,355426498
136948968,140883116
134116374,56943774
33253837,247645482
33253837,214683302
104550352,360143307
44182382,291503193
107143838,209999686
317091,326108663
111382789,261554871
18594472,85202142
54581027,30689144
34125247,204680146
132424760,69977335
19052485,343299064
116159885,133981397
54614978,195619344
112141018,31193281
112141018,33069267
61283696,237439794
112141018,20997179
112141018,186834589
112141018,239817985
132626507,140610787
3313048,149387006
131019638,155588139
33253837,191589412
11279964,168681351
45069500,192219540
113579729,330674301
33253837,9214962
113579729,400162878
50936650,173985396
40165705,117547812
11366706,314633261
61432703,355194157
317091,233292622
18959614,108852248
18959614,61535141
137232285,309131465
23840266,15194176
114069068,230478410
62263166,22181492
135378246,379249019
42096946,129509881
126376929,116212666
25286173,160598516
18594472,146230850
29201000,82160787
106290839,293155884
54057266,397656480
63220007,229076252
134116374,310599523
53029436,313263267
110067667,289330031
115669976,304554880
115669976,187864672
115761083,269477241
115761083,64989800
115852613,163949624
115852613,358192277
131771456,403813216
115856090,280557061
115856090,250568332
110169262,254391303
116523407,119930041
29194001,222352590
116523407,360817002
135809553,202135649
44142824,273532679
50114359,229347739
47688515,173265632
53961920,158824352
116633690,13551098
127919298,323349755
116922407,1805007
64422168,277566386
38511479,310796239
120013993,370307094
5257922,370366552
54860714,104492596
4968401,66804201
63004058,19155415
56818905,382993678
117753018,203851622
29201000,68872441
27496280,86610821
135944085,288901291
20501826,17641568
48790890,337484257
25528858,209943580
118733970,134877587
118740900,137402159
60196916,64007538
25528858,76086131
23579299,259139642
46312028,191638063
127204677,51835235
63623282,71364370
17219776,128702084
119877840,69583380
119877840,100680477
54041681,303623649
23730268,376685315
15033334,297189143
122630648,334485827
25573066,133186015
121048688,208843421
12626139,185724893
121986074,215620055
122052416,274402578
11324526,253767227
122357858,242725915
12257382,185913169
137131725,206477057
50936650,376180369
41713750,235472915
5369231,304220562
18594472,361190274
12405354,333866038
138589540,128429914
120456085,390646067
27201955,22785878
33253837,311262304
129285189,368250082
132626507,219479376
124675478,105337403
124675478,203541901
124675478,374557660
63623282,244553557
12506484,287388185
138961180,98603220
60380684,237223630
127919298,18189868
27201955,26423931
136757115,244586231
21150501,283810029
34125247,109779599
125690411,30964096
43205692,19046121
100724935,289562674
132999185,302909467
33635794,94474707
5708087,200867098
126849846,200907342
121299887,336162847
124900136,368870511
48967362,311913498
29235785,139744584
127367034,230542910
127367034,203474800
127367034,281251986
127367034,268885206
120306985,75693482
135567210,216916207
128369466,254407412
37020122,349757910
32679361,214874577
22726524,272369633
104597596,46031989
114099881,342049652
16195777,203279185
129887427,97725387
36639152,188829201
42096946,395074329
46729748,400840831
36548990,120063996
20170290,255284313
132626507,11685888
131856122,286020089
131856122,305340269
131856122,254220669
131856122,244288893
131856122,163456075
131856122,92695700
26491468,22565309
126674457,229937058
132236660,381125638
132236660,180933374
132236660,151793480
50936650,127154778
132541898,315575971
132626507,286175221
132626507,11492957
132626507,179516225
132626507,281443615
15033334,59188239
24186535,47453219
132999185,245101587
141089654,298324991
134651340,359491320
134998335,11372526
135249894,39554131
100422676,175957404
104900356,108771067
128441868,123705616
116968292,266743610
136286592,330378086
136286592,282093572
136286592,115214235
136286592,396351064
136286592,341533485
136286592,377941675
136286592,356686046
136286592,222767568
136286592,51472776
136286592,232886648
136286592,205050604
136286592,190177818
136286592,159396014
136286592,382008047
136286592,91500364
5369231,118143895
134764464,320115575
138210216,183333503
42096946,400072608
24979429,167780112
138961180,243088323
139060891,294750247
139060891,207152485
46312028,150996707
46312028,322584815
64889520,164062372
102506116,119439995
135378246,133073301
140863667,360827124
141227570,250152365
5708087,298172271
40528453,24106739
22716240,392815586
50260039,251443481
14602569,153074730
5708087,249026377
15033334,6795748
15033334,74207546
15033334,44937462
15389083,160048183
15430282,87309175
34125247,25830628
39759851,16008761
16077718,80304987
16077718,48682867
16077718,261792784
54041681,303563756
29780294,7525929
42096946,347300442
11594934,23123896
17171257,223441580
51813809,282618528
17562880,392337274
17562880,42957798
17562880,389880109
17562880,213582398
17562880,397385654
17562880,89075900
17562880,150001246
17562880,375360011
18176035,47092763
18176035,80853930
18176035,308105379
118524951,159337725
121923944,381679323
18488008,382134731
18488008,163689973
18488008,268865942
19371422,285938503
137490870,320821185
140892989,346234000
20056050,230957234
106290839,143263044
135235563,81043001
51318043,291111902
22259706,174667522
22380591,396698613
1591612,353656592
2297257,11923201
32384032,319984203
111070759,271627809
2437852,310589979
119670156,86812472
24472810,385785865
24472810,36435458
24472810,122835018
24472810,366516190
120305341,22022092
3444136,174635395
25528858,309975817
119178861,111615598
56269254,56659837
26633944,101223894
26748949,45974177
11026029,88964509
60064811,283504687
27460736,17220659
61432703,56593125
135378246,218735110
27951998,114159376
46312028,5868986
28178051,249403460
34125247,170163700
64151780,137377762
28721261,219830569
2961442,267909918
2961442,351334128
29684399,125157108
121010711,2422218
30009492,196793876
138709606,386751326
302466,250092278
13709817,301730836
54250016,224850819
59683491,34686457
20501826,316450804
3285586,123026700
3285586,364060819
121655690,58940759
33253837,234560496
33253837,74662588
36422153,216744349
33635794,68289678
54041681,954972
3408454,25509842
21060159,185485928
64824540,40720543
317091,151712003
23730268,64716217
35687702,25146338
114121814,200919299
35687702,282734411
35687702,175054968
50936650,99485837
27496280,172658863
3777256,31609311
128902392,169675009
37928819,144665944
53976869,43508009
36198131,258349063
26037919,70506159
39759851,360058808
135567210,147681344
40406632,324232322
61432703,367006414
4087217,196276413
4087217,108659625
109737327,150724185
13709817,56872257
50805790,169746255
120305341,127861086
42793246,77414788
42793246,125634399
42793246,332975970
116159885,167266859
42096946,35946273
106751135,33636987
21624663,50595234
21624663,134514561
53667812,128267492
45629939,182487502
45629939,184931760
124956647,159219622
46312028,97529977
46312028,120428365
46312028,197291039
46312028,163580440
106290839,1993221
104526493,51227980
5369231,373402037
4915814,186653415
49711251,369941663
114278486,318551740
49706772,22363485
49711251,385152703
49711251,123974875
50114359,283687321
50114359,183038900
50114359,315651577
59556336,157378005
50783368,205542738
50805790,70291150
50805790,335439804
50805790,146543101
51495553,372451399
42096946,23893034
530238,69382307
530238,165455096
103823974,37910916
20462589,49483732
5360957,289768380
5369231,181776844
5369231,394658338
5369231,201233591
5369231,75245446
5369231,81192500
5369231,387044850
5369231,36641963
135378246,180200233
54004679,202315893
54041681,278129435
54041681,318998535
55476491,184752983
42991288,380480240
56743230,295993609
135378246,400701289
57269349,42730171
58517586,231003176
59356413,280303221
59472933,115152156
59556336,109257437
60883331,354623952
62879735,196777447
62879735,384038335
62879735,249061444
6357161,32243732
64019348,242959465
135378246,335006730
100171465,282381791
130205933,94874554
101680957,224805315
42096946,120214329
103210150,225099115
122132057,401112094
103823974,200237852
103823974,147838679
103823974,298876409
104165455,27422788
104165455,399971970
43484740,222614344
104550352,83931547
134116374,293229160
105679988,109342854
106290839,332534626
106290839,304963366
106290839,148593624
106290839,221726347
106290839,155632184
106290839,115432633
106290839,236959865
106290839,76777261
106290839,292666180
106115495,125701061
19950899,214033234
109092473,100284729
120305341,189099117
120305341,66795195
44691722,31258704
109538120,343495830
109538120,343474443
45850880,335266981
110883802,30033201
110883802,309020623
110946571,147950706
116159885,355231933
111413851,113752949
111413851,233216799
141287867,94470453
112631605,206607870
112658053,239896170
112658053,220520698
112658053,307542920
112658053,137407767
112658053,1061648
112658053,49276500
113010458,86463202
114241355,300659355
11436462,154454692
161481,46870795
115170791,207304021
115594814,26701705
11594934,144053049
11594934,55559718
11594934,55807645
38026943,20061788
100422676,261916960
131670953,9881944
119398002,147826354
119495541,239304380
109737327,89894116
121271681,51200886
121271681,248251873
43205692,219386888
121575080,403327701
121658987,240657308
122645273,346551228
122645273,115296587
122763845,376905377
38900936,19308573
38273183,96266919
2171674,259819305
27496280,141665547
122531057,384747763
12215373,380828034
126920490,148207499
126920490,308733158
317091,256677806
128008896,137318721
128902392,182642736
24186535,147274225
128535231,238621574
128535231,323827682
134327445,94117885
134979525,338630082
135235563,285169671
135378246,154200932
135378246,372797306
135378246,21875449
135378246,19299621
135567210,198472080
135567210,28644360
135567210,23384815
135567210,206939541
135567210,286681441
135567210,33836737
135567210,177729634
135567210,78957582
135567210,346516809
135567210,263346627
135567210,272484901
135567210,56262444
135567210,198438891
135567210,27855022
135567210,298096913
135567210,256025991
135567210,56354946
136592694,305399617
136592694,91878490
136592694,101452525
13709817,362474182
137758701,304333357
137758701,350064371
137856687,359878214
138780010,401070714
138796450,324707959
139274689,47904066
139777963,395568949
134116374,208681254
140763800,195454427
120305341,289899078
61432703,337098384
141816551,385376939
141816551,142221910
1591612,36907872
161481,130656012
161481,339030565
161481,209171499
17465512,337991080
22726524,397053842
24186535,315598734
18959614,46655123
18959614,89867174
35520386,281214205
20612499,401410730
20612499,115992351
20612499,368068808
20612499,182762585
22094658,62646555
22094658,225773082
22726524,160306894
61432703,222415521
61432703,181930245
42096946,257632907
61432703,221058293
23579299,370373738
23579299,148430748
12868299,80943720
24360931,181797452
25068286,294122948
27601949,259155825
2854798,183548496
2854798,257727704
28557548,165389853
28708550,234841373
28785719,122534291
29181941,354027641
29194001,351601141
29747300,45438112
30289386,17852371
30890403,345800143
32307529,118576119
32339254,6571553
32679361,135707416
34085107,294614743
30591498,275744491
40144444,287549199
36061970,78363706
37926938,359746070
38026943,253800192
38026943,48975241
37100390,337470852
137507730,329887367
40528453,66985938
40528453,161696840
40528453,319719400
40528453,153924274
115537643,391425064
41944078,299178766
42096946,306706132
42096946,386923481
42096946,35171962
42096946,225463772
42096946,70772681
42096946,5577451
43205692,150107000
43205692,312526728
43205692,311213714
43205692,187708707
30591498,220401889
14021211,155779204
44218451,98181868
45077390,83568742
45978971,181668017
46447106,291302655
47688515,183873984
47688515,214365407
48362340,118448109
51737018,292051611
53091371,295303738
121055447,238662769
53091371,260475256
53187338,94223723
54007481,335779222
54007481,372291094
34299988,121761429
58334364,132601022
16974739,167183747
59520279,209497906
60268781,156990255
60913700,36791561
38974214,322550392
61875821,117407376
61875821,315144962
100692286,67358578
62622437,167766671
51318043,383542773
120305341,156297357
100184380,39714795
35520386,184803032
100422676,317399845
101187220,2323277
102681517,188563767
103582819,104794920
103582819,190639367
104009491,346745416
104876086,202040533
105805055,216704309
106346810,356374095
107143838,156417717
107143838,318124149
107143838,226515608
10876284,368359382
109737327,46576893
110329285,117094879
110933884,231402044
111311287,344702101
113637206,195598739
113637206,353812729
115537643,103011981
115537643,250430233
115537643,29517329
115537643,244354451
115537643,40806602
117199100,165999446
120305341,95926279
120305341,175764779
120305341,203040432
120305341,292894788
120305341,26257029
120305341,74438920
120305341,286385973
120305341,52507190
120306985,269081751
120660040,256554395
121068191,62266616
121326560,112539312
122132057,291689553
122132057,317459368
123791447,25289878
124956647,318429642
124956647,168437879
124956647,321594892
126057399,204591256
127414902,196798986
127414902,141412895
127414902,205442734
50936650,64727856
129446418,376150112
12952941,316324532
130205933,159573205
130797629,194103506
130797629,192716051
130797629,8376098
132424760,117944360
132506225,332946844
134116374,167063158
134116374,330667982
134669262,57175645
135374826,268183858
135809553,188340393
135809553,292173570
137507730,236303333
137640381,205571401
13822014,80194518
138560071,100530226
138560071,256012042
138560071,197224114
1390654,268612485
140342846,104188496
140342846,196425668
140342846,168295469
140342846,227918202
140733671,133613056
142014633,397417162
142014633,365217992
142014633,392406846
43484740,88769
17307610,147180401
17307610,83021223
17307610,262626232
17307610,245722937
17307610,277237436
17447548,382071536
18249259,80411699
19402409,4312900
19950899,84853331
2048794,252564781
20501826,238675841
22118106,362560732
23246977,74146639
23730268,237583921
23730268,297853261
23749054,299809379
24186535,95889991
24870148,318463262
25484785,290040967
25609192,135038181
26037919,155302538
26037919,83998781
27201955,387843386
27317801,310795574
27317801,389851206
27317801,385200363
27317801,60755924
27317801,275199686
27317801,68820487
27317801,43036247
27317801,13653568
28883723,260226898
28883723,13504495
29499215,77051146
29499215,391850817
31182685,332581378
31182685,73233753
31182685,134493168
31182685,300199661
51813809,972416
32079118,23362852
3320605,34614168
3320605,215243753
3320605,60584974
3320605,362277971
34452439,60906192
34452439,300690027
35318524,117058179
35520386,93706040
35520386,389218906
35702135,264042045
36090836,189286725
37100390,399051184
37100390,114936116
41686678,385753960
42966754,181427662
4320107,28837902
43484740,122728309
46681058,289058791
48507144,219011329
50202820,262831321
50936650,156885786
51318043,99705326
53667812,205032147
5371991,131188564
54057266,144665815
54357473,121822185
55100099,304995751
55100099,4615129
56818905,192196843
56818905,125153280
56850825,19749520
57460275,232458547
58632405,164839096
61432703,215191302
61432703,295094478
6270956,274921888
113210000,126219377
4915814,398989681
35323402,219879600
15670219,341690127
48195330,215402213
46729748,140000262
56962533,267184992
11366706,233101284
137334222,214539334
116340014,23098902
114278486,13561180
116631182,211666518
116159885,384236071
100422676,65545366
45629939,275608907
116159885,185711508
117209225,360824941
135235563,81392053
21350082,280855376
114278486,234811391
43205692,239345359
112201231,305849282
100422676,246602646
138560071,2251028
3408454,22565309
25460341,398035131
24942526,179212218
27795908,8747111
122645273,33222349
42873856,25790243
134116374,242125236
