user_id,item_id
20758953,50228869
50142094,254127882
57460275,331212270
127122129,315643365
119037603,333028913
132337790,333028913
34421464,333028913
4472513,333028913
57679953,333028913
10714335,333028913
114099881,333028913
58057983,333028913
57350847,110998572
24539341,110998572
33379249,110998572
100226515,250781249
13167552,109518814
100226515,386288949
50351854,366320763
105906755,8468915
317091,8468915
130998815,323582185
64980390,259013587
114733424,259013587
131775845,259013587
317091,259013587
130998815,305613858
4818104,305613858
23380093,390634710
45606398,321886986
46345739,321886986
100442521,362002225
103262671,134682937
118870383,187220098
119035722,187220098
100442521,244784735
100442521,38826745
100442521,127819102
100442521,372041476
100442521,85464552
100442521,339525153
127414902,92120508
113210000,126219377
116447243,58496562
13466895,254124174
31947121,8055128
17127343,362630077
100852879,357222239
13709817,299941043
50936650,299941043
107264015,372406579
126674457,364061260
45850880,404376397
42096946,307792517
114709109,95910606
101385490,335961429
117817050,123601142
142092324,123601142
116592686,250289765
51813809,110749170
32086903,352268671
40387240,351069490
44445188,289955323
111068056,39622653
124722776,85794087
23396077,85794087
65095287,85794087
46681058,331950848
39233777,265120688
56188977,213676874
138589540,170742994
136178874,178504330
49024095,263106000
32635471,58727293
29499215,58727293
18176035,282958866
114709109,335309109
60958037,335309109
121492295,47726888
35323402,219879600
38748722,29528530
137061855,136444548
135792408,290999637
127372311,366911878
49603305,366911878
20492946,366911878
49669986,366911878
10230498,188908360
10238478,333849847
106778951,116609901
102415156,157132568
20678115,150527460
117898836,322380855
57434649,223316688
129970065,224734629
113512469,19426428
12073638,106304028
109579014,134427531
107143838,198370594
49444128,352882725
114709109,303205878
118062213,303205878
113989706,303205878
134636121,303205878
48536865,303205878
122132057,303205878
34756237,303205878
51813809,303205878
105906755,167822567
40849750,399757811
127321491,334632612
136286592,306785113
128338662,311499944
34756237,131904115
110613622,228963146
6527867,228963146
16981954,228963146
131437676,304411406
447828,206016051
3138433,98656648
39066596,98656648
56011760,98656648
125573027,87566061
103456642,187633817
103490614,300814663
103337719,46863474
103490614,79590796
28862804,401790792
108456086,197757650
17219776,197757650
4326890,167074648
111068056,167074648
60958037,167074648
122167478,167074648
103904422,97518985
14602569,89242693
32840272,89242693
25078969,89242693
42593152,89242693
116447243,13017276
136178874,13017276
114709109,249690939
28204430,249690939
42096946,249690939
21655296,188682010
33379249,344669353
116592686,49002319
106655468,253176955
34792318,359916772
51495553,250847704
60241364,250847704
124967453,250847704
37393370,250847704
122924162,380772454
129334539,328715502
2854798,218415196
58517586,314069950
2854798,125518814
106778951,154455248
28557548,1696120
16513333,265122669
131775845,265122669
64151780,265122669
317091,345845463
4498439,74977824
13773861,18170459
120305341,220359325
62000942,54960667
2046058,54960667
56818905,54960667
124956647,307830817
59313939,142015520
13344675,195140715
13305411,326256936
21150501,327378015
20064282,105208301
105026093,276308875
29614901,332632241
138928738,300930741
19170635,300930741
110946571,165101425
133154036,165101425
24735046,165101425
54594113,165101425
32840272,207449114
4915814,343575787
111408175,298206428
135567210,312567052
45850880,312567052
105315608,31073638
105315608,386436338
28266836,129286240
55100099,285851526
105315608,22480731
128441868,276316706
12952941,195290669
64515237,349826940
47184224,251980421
141287867,296607838
105410696,313461858
40496374,163756677
119227071,357104534
105497231,266038121
51318043,194130813
113512469,150429306
114515366,150429306
113512469,338940878
113512469,61064707
308109,389964534
142191573,277149740
105792755,382358582
29235785,103346221
135756156,270325627
120182815,270325627
106166372,52755798
112200367,261577786
136440858,390181058
121055447,390181058
135809553,24420702
65033052,324196813
53773250,15737672
111839014,368876718
112726213,368876718
37020122,368876718
40600684,368876718
121048688,30142361
10129914,249618450
106639460,388998815
114370733,388998815
26511724,388998815
10820115,349770970
106778951,303025867
114709109,194701908
106960781,328874301
47296502,376665433
107093072,27861143
125826552,27861143
29120381,111159845
137882655,298332235
22465200,94854826
107264414,274520757
107264414,27096722
105679988,95208569
112619968,95867699
110670451,208715196
107447408,328689347
107447408,403434589
42096946,196516706
25295611,112263922
28266836,71985415
138961180,284608420
43205692,378730350
43205692,396171430
43205692,144223786
103485109,122165458
5360957,121278209
17127343,121278209
137507730,389805996
107941895,197851219
15582460,65482073
18749959,352211501
10820115,61669031
10820115,98195170
6407585,43246658
108444605,9481888
121725503,9481888
20701179,9481888
37020122,9481888
12606312,9481888
18885982,9481888
46217624,404249255
108444605,47817449
30657582,321646366
100183687,321646366
16513333,156394710
30657582,156394710
122802170,156394710
23459986,288430321
137507730,358788976
50122210,264469913
111793402,194109891
13642146,272037342
114278486,21916616
33131047,214472762
109016093,398105124
109128542,177802186
302466,133385344
20501826,344294537
454872,128247101
31475677,128247101
41085817,128247101
138560071,276364549
100299556,314276590
106346810,258826379
3353347,172025245
64749963,314041390
11183940,43804991
101680957,232724685
116523407,382112102
110134411,182286973
110163391,361346418
22346790,361346418
31045873,361346418
12073638,361346418
16077718,369717183
60380684,392376651
110461261,384096165
110581771,250159883
110581771,332488330
110581771,170500441
110581771,149346193
110581771,190390494
4486844,190390494
118606416,135010368
134669262,225396370
110645899,280607812
110701894,125855196
115554515,395018472
23048536,394427694
56993964,305742819
17906191,299777679
47004938,85665232
110908951,360435662
139499311,100855113
15670219,100855113
49666062,100855113
126718359,392619206
110961790,276237060
110961790,355426498
47728427,6215144
40528453,112501186
104550352,360143307
44182382,291503193
107143838,209999686
35335282,371117109
133149785,404069804
38900936,357060225
111382789,261554871
129687162,74701829
18594472,85202142
113512469,322448682
121262927,155892818
132424760,69977335
131775845,378878990
61750058,67897568
22545810,23596160
51813809,329063710
101385490,80796732
121055447,147358654
112141018,31193281
112141018,33069267
61283696,237439794
15225481,374214353
50783368,374214353
53187338,374214353
123021194,374214353
317091,374214353
112141018,186834589
35335282,184393096
131620940,142375514
115554515,171931923
3313048,149387006
106290839,368459805
106290839,186891476
19950899,10831936
2088409,10831936
11279964,168681351
32540806,168681351
102784585,54928562
113343977,9452808
35176048,43106016
19052485,343299064
113512469,277854490
113512469,107641749
113579729,330674301
33253837,9214962
113579729,105207520
113579729,400162878
113579729,296484347
54250016,316070615
40165705,117547812
61432703,31238685
61432703,136916271
29684399,8816162
56962533,267184992
11366706,233101284
11366706,314633261
42793246,271019679
317091,233292622
35176048,144852796
23062510,274272634
33253837,49149900
23840266,15194176
63623282,378575499
106290839,294420050
48594900,294420050
57186411,334085347
114614387,400354585
29684399,134632501
114709109,145064933
21655296,247346527
54057266,397656480
136286592,116139010
63220007,229076252
22270536,278882950
115669976,187864672
115761083,269477241
115761083,64989800
45429617,180220588
115852613,163949624
115852613,358192277
131771456,403813216
115856090,280557061
115856090,250568332
64509513,388477074
37020122,49264563
46027643,49264563
38992559,75872412
116523407,119930041
29194001,222352590
116523407,360817002
62879735,360817002
116592686,172241091
50805790,127342263
50146084,369875217
61389623,369875217
37020122,369875217
126376929,116212666
116340014,23098902
50114359,229347739
116592686,329018160
128158908,128385083
56174019,371475773
61432703,51734688
127383669,197488747
52106978,197488747
127919298,323349755
136459017,323349755
116922407,1805007
124166879,252568939
134891106,372600182
117848652,400820665
5257922,370366552
54860714,104492596
117340109,14282215
117340109,174097336
123154961,5090147
56818905,382993678
117753018,203851622
25108597,203095924
118011108,344617252
126111855,213577666
46345739,402400063
51292486,309702189
27496280,86610821
12073638,358697840
48790890,45570311
48790890,135060494
48790890,337484257
25528858,209943580
118733970,134877587
11105622,76787566
110948224,202804844
317091,202804844
100397503,43249679
119037603,249384335
34125247,204680146
25528858,76086131
58165245,125695683
46312028,191638063
127204677,51835235
17219776,128702084
138541432,144625473
119833551,244030136
49078896,295966771
35335282,41538008
120430102,238390216
120430102,176758965
132626507,297242296
64357551,75214044
15033334,297189143
121048688,208843421
38748722,184698282
121194197,344655764
29545478,91082397
121883405,368485748
121883405,271705542
121883405,401061336
53961920,158824352
12626139,185724893
121986074,363765571
121986074,129102256
121986074,215620055
121986074,387491094
121986074,64467902
122052416,274402578
122357858,242725915
122357858,222439594
101680957,52222250
12257382,185913169
106531367,331684471
1211491,331684471
136459017,331684471
137131725,206477057
134099205,140269020
41713750,235472915
63004058,19155415
123839396,173802353
123839396,339797425
25618003,211808982
123920609,221790667
37931873,294615477
12405354,333866038
120456085,390646067
124166879,290364247
49537083,44927524
124166879,151912815
124353107,238714300
54041681,155979957
124672580,15933707
132626507,219479376
124675478,105337403
124675478,331422928
124675478,203541901
124675478,374557660
124700441,192074764
124700441,400640340
124700441,189658305
38748722,65772236
114278486,239959395
18856090,345718328
49537083,28822001
63623282,244553557
123154961,294264177
125042321,75320813
11324526,253767227
39880280,13482377
12506484,317247542
12506484,287388185
15516592,200794844
16476718,393141589
5680211,103533548
2088409,132669691
125484917,21271079
29684399,202315530
125503796,100043129
27201955,22785878
27201955,26423931
139834975,144779916
43205692,19046121
54621395,282806842
13752315,354543843
33253837,191589412
25737649,17712290
53029436,313263267
106159385,119196924
100724935,289562674
132999185,302909467
33635794,94474707
56387085,12227282
126484818,375420392
5708087,200867098
18905440,80233719
49603305,80233719
115716077,80233719
117945906,80233719
140886467,80233719
126849846,89027160
126849846,200907342
44754434,336648539
127204677,330989907
122132057,330989907
29235785,139744584
127367034,347887357
127367034,203474800
127367034,268885206
127372311,259883429
39092792,30605301
17127343,382036315
120306985,75693482
135567210,216916207
128148624,400729986
128148624,365917183
35750666,81655590
119233992,81655590
20758953,21836842
48699222,21836842
41713750,183562502
10129914,183562502
122630648,334485827
128369466,254407412
142226949,260702348
128496906,86623018
4498439,344667993
59165397,9819823
37020122,349757910
128702811,339312889
128702811,260568245
128912448,179516162
101725552,32471407
104597596,46031989
43466377,80656313
33253837,214683302
119227071,390232790
62879735,311053665
53667812,89268256
129887427,97725387
107221199,373183247
130051406,316312256
28438301,325129680
42096946,395074329
130507850,264647139
130756541,30853130
130891244,232488524
42096946,74838731
55780028,135494766
25295611,177225197
60958037,177225197
131395085,321599479
131395085,26920762
57380691,303002557
13165215,280602982
131856122,160576354
131856122,58774133
131856122,131068480
131856122,286020089
131856122,305340269
131856122,254220669
131856122,71750778
131856122,244288893
131856122,102400142
131856122,163456075
131856122,92695700
26491468,22565309
3408454,22565309
129285189,368250082
110984704,133297405
61432703,355194157
63623282,71364370
132236660,381125638
132236660,246840210
132236660,151793480
50936650,127154778
42096946,192410537
114099881,44523695
24273163,8851276
50142094,99521373
50475385,384992547
106290839,231718096
132626507,286175221
132626507,11492957
132626507,351696515
132626507,104286227
132626507,154113778
132626507,9373332
132708656,379622894
132818255,308927989
132818255,75579968
132818255,369857277
132818255,70280735
132818255,29459272
132818255,336378763
16974739,81686588
121055447,234648388
133111010,280616540
141089654,298324991
45263381,370092715
4915814,398989681
134651340,359491320
13492065,280674759
29516783,46966390
42500665,302072960
27435290,241093016
134998335,11372526
135249894,39554131
104900356,108771067
56328318,192386451
135660702,24777557
135894801,233678245
132506225,300559960
53667812,396321302
61710557,127412643
136286592,305687250
136286592,330378086
136286592,11458583
136286592,282093572
136286592,115214235
43205692,210060973
136286592,396351064
136286592,341533485
136286592,377941675
136286592,356686046
136286592,324553077
136286592,113029307
136286592,57146402
136286592,222767568
136286592,51472776
136286592,232886648
136286592,205050604
136286592,190177818
136286592,80511098
136286592,159396014
136286592,247383069
136286592,382008047
136286592,248081644
136286592,91500364
136344240,264058308
1211491,8214458
23730268,376685315
13698828,236600747
137393502,230638900
134764464,320115575
20064282,172190842
138210216,183333503
42832540,264374417
42096946,400072608
24979429,167780112
138589540,128429914
51737018,159271456
130821785,286297354
138961180,98603220
138961180,243088323
139060891,294750247
139060891,207152485
46312028,150996707
139750147,309265105
23730268,390240155
34421464,311539041
20743929,194970115
29548223,194970115
14077323,243247357
14083845,143883108
13773861,121716939
14083845,267980587
140863667,360827124
50351854,36794336
5525891,3920363
141227570,250152365
3408454,309906509
52058492,229668187
